timestamp,open,high,low,close,volume
2025-01-17T00:00:00Z,53903.76,53928.6,53855.74,53866.44,4551.12
2025-01-17T04:00:00Z,53866.44,54036.63,53790.6,53979.74,5038.79
2025-01-17T08:00:00Z,53979.74,54025.77,53913.97,53914.0,4217.28
2025-01-17T12:00:00Z,53914.0,53962.72,53829.38,53884.37,4662.47
2025-01-17T16:00:00Z,53884.37,53902.32,53818.43,53858.18,5752.95
2025-01-17T20:00:00Z,53858.18,53945.32,53851.06,53931.06,4788.63
2025-01-18T00:00:00Z,53931.06,53986.44,53862.32,53958.29,5377.85
2025-01-18T04:00:00Z,53958.29,54015.54,53941.56,53996.67,3561.06
2025-01-18T08:00:00Z,53996.67,54036.58,53843.85,53915.23,3682.07
2025-01-18T12:00:00Z,53915.23,53968.13,53864.94,53881.27,5240.89
2025-01-18T16:00:00Z,53881.27,53901.77,53814.59,53869.7,3513.86
2025-01-18T20:00:00Z,53869.7,53994.65,53860.74,53929.97,4562.87
2025-01-19T00:00:00Z,53929.97,54010.44,53785.71,53829.21,3625.55
2025-01-19T04:00:00Z,53829.21,53900.47,53710.65,53748.99,5503.54
2025-01-19T08:00:00Z,53748.99,53868.89,53698.97,53785.91,5875.1
2025-01-19T12:00:00Z,53785.91,53936.97,53725.49,53885.51,4761.95
2025-01-19T16:00:00Z,53885.51,54014.09,53810.15,53968.07,5359.14
2025-01-19T20:00:00Z,53968.07,53989.84,53930.21,53950.98,5094.15
2025-01-20T00:00:00Z,53950.98,54059.2,53898.33,54015.41,4186.49
2025-01-20T04:00:00Z,54015.41,54039.41,53864.28,53887.1,4299.27
2025-01-20T08:00:00Z,53887.1,53899.97,53867.68,53888.34,5234.87
2025-01-20T12:00:00Z,53888.34,53941.54,53854.11,53936.14,4856.53
2025-01-20T16:00:00Z,53936.14,53953.52,53867.27,53902.56,5762.1
2025-01-20T20:00:00Z,53902.56,53974.53,53830.59,53916.1,5413.99
2025-01-21T00:00:00Z,53916.1,53916.6,53843.06,53872.61,5383.69
2025-01-21T04:00:00Z,53872.61,54041.66,53837.41,53961.57,5368.79
2025-01-21T08:00:00Z,53961.57,54015.16,53943.05,53964.49,4048.55
2025-01-21T12:00:00Z,53964.49,53966.93,53908.29,53936.52,5197.85
2025-01-21T16:00:00Z,53936.52,53950.39,53860.47,53899.73,3819.07
2025-01-21T20:00:00Z,53899.73,53904.59,53472.16,53543.09,7257.57
2025-01-22T00:00:00Z,53543.09,53658.78,52804.92,52829.35,6846.79
2025-01-22T04:00:00Z,52829.35,52897.59,52091.42,52129.52,6307.38
2025-01-22T08:00:00Z,52129.52,52197.76,51720.9,51856.26,8327.7
2025-01-22T12:00:00Z,51856.26,51871.0,51274.13,51277.62,7157.68
2025-01-22T16:00:00Z,51277.62,51340.61,51030.54,51147.56,8124.93
2025-01-22T20:00:00Z,51147.56,51283.33,50637.69,50808.62,5797.44
2025-01-23T00:00:00Z,50808.62,50836.05,50068.13,50090.85,7677.84
2025-01-23T04:00:00Z,50090.85,50130.08,49573.32,49699.23,8067.59
2025-01-23T08:00:00Z,49699.23,49808.53,48935.27,49069.9,5458.13
2025-01-23T12:00:00Z,49069.9,49243.55,48812.02,48831.48,5102.71
2025-01-23T16:00:00Z,48831.48,48953.4,48116.18,48288.66,6586.62
2025-01-23T20:00:00Z,48288.66,48302.34,47863.35,47987.66,7508.97
2025-01-24T00:00:00Z,47987.66,48126.71,47165.75,47318.81,7401.65
2025-01-24T04:00:00Z,47318.81,47495.9,46520.56,46661.44,6388.82
2025-01-24T08:00:00Z,46661.44,46728.14,46097.39,46188.47,6364.92
2025-01-24T12:00:00Z,46188.47,46336.48,45949.21,45968.21,8843.15
2025-01-24T16:00:00Z,45968.21,46117.38,45492.25,45619.56,6741.95
2025-01-24T20:00:00Z,45619.56,45793.35,45281.22,45329.84,8232.8
2025-01-25T00:00:00Z,45329.84,45416.87,44844.34,44922.74,7924.1
